店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足,NO,区
F0948,やま六,ヤマロク,,静岡県浜松市西区志都呂1丁目19-19,4328069,221309,静岡県,,浜松市,西区,志都呂1丁目19-19,,34.700685,137.660455,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)449-2854,,,,,,,,,,,,2021-04-21,,,758,西区
F0950,黒毛和牛はなだ志都呂店,クロゲワギュウハナダシトロテン,,静岡県浜松市西区志都呂2-40-9,4328069,221309,静岡県,,浜松市,西区,志都呂2-40-9,,34.697742,137.653986,7625,焼き肉店,,,,,(053)489-3910,,,,,,,,,,,,2021-04-21,,,759,西区
F0936,アメリカンBBQダイニング浜名湖,アメリカンバーベキューダイニングハマナコ,,静岡県浜松市北区三ヶ日町大崎372東急リゾートタウン浜名湖,4311403,221309,静岡県,,浜松市,北区,三ヶ日町大崎372,東急リゾートタウン浜名湖,34.784428,137.568484,7699,他に分類されない飲食店,,,,,(053)526-1515,,,https://www.tokyu-hamanako-sports.com/bbq2019,,,,,,,,,2021-04-23,,,760,北区
F0941,竜ヶ岩洞食堂ふるさと,リュウガシドウショクドウフルサト,,静岡県浜松市北区引佐町田畑193,4312221,221309,静岡県,,浜松市,北区,引佐町田畑193,,34.844245,137.648588,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)543-1155,,,https://ryugashido-furusato.jimdofree.com/,,,,,,,,,2021-04-26,,,761,北区
F0946,時わすれ開華亭（スタイリッシュ和ダイニング櫻花）,トキワスレカイカテイスタイリッシュワダイニングオウカ,,静岡県浜松市西区舘山寺町412番地,4311209,221309,静岡県,,浜松市,西区,舘山寺町412番地,,34.762314,137.619466,7621,日本料理店,,,,,(053)487-0208,,,http://www.kaikatei.com/,,,,,,,,,2021-04-26,,,762,西区
F0944,ホルモン酒場たかじょう,ホルモンサカバタカジョウ,,静岡県浜松市中区早出町1213-13,4350054,221309,静岡県,,浜松市,中区,早出町1213-13,,34.732009,137.751446,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)463-7558,,,https://www.takajoh.com/,,,,,,,,,2021-04-28,,,763,中区
F0952,御料理やまと,オリョウリヤマト,,静岡県浜松市中区北田町130-17,4300943,221309,静岡県,,浜松市,中区,北田町130-17,,34.712770,137.730981,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-4752,,,,,,,,,,,,2021-04-28,,,764,中区
F0949,ダイニングひろ,ダイニングヒロ,,静岡県浜松市中区田町327-1,4300944,221309,静岡県,,浜松市,中区,田町327-1,,34.707872,137.731995,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-5583,,,,,,,,,,,,2021-04-30,,,765,中区
F0930,食堂まぶち,ショクドウマブチ,,"静岡県浜松市中区肴町317-9 間渕ビル1F",4300932,221309,静岡県,,浜松市,中区,肴町317-9,間渕ビル1F,34.706761,137.729879,7629,その他の専門料理店,,,,,(053)401-3070,,,,,,,,,,,,2021-05-06,,,766,中区
F0928,"MARK'S CAFE",マークスカフェ,,"静岡県浜松市中区板屋町104-1 D'sTower1F(102)",4300928,221309,静岡県,,浜松市,中区,板屋町104-1,D'sTower1F(102),34.706344,137.732857,7671,喫茶店,,,,,(053)458-6611,,,,,,,,,,,,2021-05-10,,,767,中区
F0895,お好み焼き奈な,オコノミヤキナナ,,"静岡県浜松市中区中央2-5-5 サンクレール102",4300929,221309,静岡県,,浜松市,中区,中央2-5-5,サンクレール102,34.710108,137.739948,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)452-4545,,,,,,,,,,,,2021-05-11,,,768,中区
F0954,焼肉つばき,ヤキニクツバキ,,静岡県浜松市南区若林町317-2,4328051,221309,静岡県,,浜松市,南区,若林町317-2,,34.687947,137.704177,7625,焼き肉店,,,,,(053)523-6030,,,,,,,,,,,,2021-05-14,,,769,南区
F0960,誼摩誼摩,ギマギマ,,"静岡県浜松市中区田町331-9 マルケンビル1F",4300944,221309,静岡県,,浜松市,中区,田町331-9,マルケンビル1F,34.706433,137.732071,7651,酒場，ビヤホール,,,,,(053)458-5530,,,https://gima-gima.jimdosite.com/,,,,,,,,,2021-05-14,,,770,中区
F0951,末広飯店,スエヒロハンテン,,静岡県浜松市中区住吉5-27-1,4300906,221309,静岡県,,浜松市,中区,住吉5-27-1,,34.733182,137.733987,7623,中華料理店,,,,,(053)474-6671,,,,,,,,,,,,2021-05-17,,,771,中区
F0955,三蔵珈琲店,サクラコーヒーテン,,静岡県浜松市東区上石田町587,4350001,221309,静岡県,,浜松市,東区,上石田町587,,34.753869,137.788825,7671,喫茶店,,,,,(053)489-6660,,,,,,,,,,,,2021-05-17,,,772,東区
F0959,うなぎ曳馬,ウナギヒクマ,,静岡県浜松市中区上島1-27-39,4338122,221309,静岡県,,浜松市,中区,上島1-27-39,,34.738987,137.743986,7629,その他の専門料理店,,,,,(053)474-8731,,,,,,,,,,,,2021-05-20,,,773,中区
F0957,スープカレーとフレンチトーストのお店　FondCafe,フォンドカフェ,,静岡県浜松市北区細江町気賀213番地パンプキンズハウス1F,4311305,221309,静岡県,,浜松市,北区,細江町気賀213番地,パンプキンズハウス1F,34.807085,137.655211,7671,喫茶店,,,,,(053)523-8008,,,,,,,,,,,,2021-05-26,,,774,北区
F0963,そとこと食堂,ソトコトショクドウ,,静岡県浜松市浜北区小松4487-1-2,4340042,221309,静岡県,,浜松市,浜北区,小松4487-1-2,,34.784727,137.777808,7651,酒場，ビヤホール,,,,,(053)443-7799,,,https://foodplace.jp/sotokoto-syokudo/,,,,,,,,,2021-05-26,,,775,浜北区
F0811,アメリカンニクバルリーダー,アメリカンニクバルリーダー,,静岡県浜松市中区神明町314-7,4300931,221309,静岡県,,浜松市,中区,神明町314-7,,34.707809,137.728363,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)455-2851,,,http://www.leader-bg.jp/,,,,,,,,,2021-05-27,,,776,中区
F0964,オークラアクトシティホテル浜松ザ・シーズンカフェ,オークラアクトシティホテルハママツザシーズンカフェ,,"静岡県浜松市中区板屋町111-2 オークラアクトシティホテル浜松2階",4307733,221309,静岡県,,浜松市,中区,板屋町111-2,オークラアクトシティホテル浜松2階,34.705231,137.735788,7671,喫茶店,,,,,(053)459-0111,,,https://www.act-okura.co.jp/,,,,,,,,,2021-06-01,,,777,中区
F0970,食事処はせがわ,ショクジドコロハセガワ,,静岡県浜松市中区北田町128-6,4300943,221309,静岡県,,浜松市,中区,北田町128-6,,34.713177,137.730714,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)454-7408,,,https://www.hotpepper.jp/strJ000615844/,,,,,,,,,2021-06-03,,,778,中区
F0969,寿司処一慶,スシドコロイッケイ,,静岡県浜松市西区和光町465,4311101,221309,静岡県,,浜松市,西区,和光町465,,34.787062,137.676365,7641,すし店,,,,,(053)486-0227,,,,,,,,,,,,2021-06-04,,,779,西区
F0971,ももたろう,モモタロウ,,"静岡県浜松市中区鍛冶町15-6 ザザ小路",4300933,221309,静岡県,,浜松市,中区,鍛冶町15-6,ザザ小路,34.704381,137.729544,7624,ラーメン店,,,,,(053)453-1628,,,,,,,,,,,,2021-06-14,,,780,中区
F0956,"Al solito posto",アルソリートポスト,,"静岡県浜松市中区田町322-13 田町ランプ横丁",4300944,221309,静岡県,,浜松市,中区,田町322-13,田町ランプ横丁,34.706648,137.730654,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)424-5153,,,,,,,,,,,,2021-06-17,,,781,中区
F0965,旅館ふじや（舘山/大草）,リョカンフジヤ,,静岡県浜松市西区舘山寺町2268,4311209,221309,静岡県,,浜松市,西区,舘山寺町2268,,34.765913,137.612474,7621,日本料理店,,,,,(053)487-0204,,,http://www2.wbs.ne.jp/~fujiya-r/,,,,,,,,,2021-06-17,,,782,西区
F0945,お酒ダイニングてんてん,オサケダイニングテンテン,,"静岡県浜松市中区伝馬町310-4 アソルティ伝馬町1b",4300935,221309,静岡県,,浜松市,中区,伝馬町310-4,アソルティ伝馬町1b,34.706261,137.727377,7651,酒場，ビヤホール,,,,,(053)458-4144,,,,,,,,,,,,2021-06-24,,,783,中区
F0973,マーセル珈琲店,マーセルコーヒーテン,,静岡県浜松市中区蜆塚1-3-20-1,4328018,221309,静岡県,,浜松市,中区,蜆塚1-3-20-1,,34.711816,137.713525,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-7771,,,,,,,,,,,,2021-06-24,,,784,中区
F0972,花千両,ハナセンリョウ,,静岡県浜松市中区住吉5-22-12,4300906,221309,静岡県,,浜松市,中区,住吉5-22-12,,34.734569,137.731266,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)479-2290,,,,,,,,,,,,2021-06-25,,,785,中区
F0978,みさくぼの星の駅碧-AOI-,ミサクボノホシノエキアオイ,,静岡県浜松市天竜区水窪町奥領家3281-8,4314101,221309,静岡県,,浜松市,天竜区,水窪町奥領家3281-8,,35.165676,137.870011,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)987-1212,,,,,,,,,,,,2021-06-25,,,786,天竜区
F0967,Choupana,ショウパーナ,,静岡県浜松市中区住吉3-23-23,4300906,221309,静岡県,,浜松市,中区,住吉3-23-23,,34.736107,137.725875,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)472-0777,,,https://www.choupana.jp/,,,,,,,,,2021-06-28,,,787,中区
F0974,ラーメン山まさか,ラーメンザンマサカ,,静岡県浜松市中区十軒町238-27,4350055,221309,静岡県,,浜松市,中区,十軒町238-27,,34.737617,137.743619,7624,ラーメン店,,,,,(090)5823-6067,,,,,,,,,,,,2021-06-28,,,788,中区
F0976,いまや,イマヤ,,静岡県浜松市東区天王町1216-1,4350052,221309,静岡県,,浜松市,東区,天王町1216-1,,34.736606,137.773008,7625,焼き肉店,,,,,(053)421-5500,,,,,,,,,,,,2021-06-29,,,789,東区
F0981,じょんだ食堂,ジョンダショクドウ,,静岡県浜松市東区半田山5-17-2,4313125,221309,静岡県,,浜松市,東区,半田山5-17-2,,34.776479,137.741126,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)555-1125,,,https://jonda0401.hamazo.tv/,,,,,,,,,2021-07-08,,,790,東区
F0980,焼肉柳之介,ヤキニクリュウノスケ,,静岡県浜松市中区領家3-2-6,4300852,221309,静岡県,,浜松市,中区,領家3-2-6,,34.695396,137.750052,7625,焼き肉店,,,,,(053)469-5445,,,,,,,,,,,,2021-07-09,,,791,中区
F0983,奏,カナデ,,"静岡県浜松市中区鍛冶町15-12 ザザ小路内1F",4300933,221309,静岡県,,浜松市,中区,鍛冶町15-12,ザザ小路内1F,34.704748,137.729585,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)489-5288,,,,,,,,,,,,2021-07-09,,,792,中区
F0984,悠遊居酒屋華菜美,ユウユウイザカヤハナビ,,静岡県浜松市東区下石田町1511,4350006,221309,静岡県,,浜松市,東区,下石田町1511,,34.736543,137.783269,7651,酒場，ビヤホール,,,,,(053)401-7830,,,,,,,,,,,,2021-07-14,,,793,東区
F0975,シュガー＆スパイス,シュガーアンドスパイス,,静岡県浜松市中区早出町851-2,4350054,221309,静岡県,,浜松市,中区,早出町851-2,,34.734082,137.749126,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)443-7557,,,,,,,,,,,,2021-07-15,,,794,中区
F0985,バードキング2nd浜松田町店,バードキングセカンドハママツタマチテン,,静岡県浜松市中区田町324-14,4300944,221309,静岡県,,浜松市,中区,田町324-14,,34.707068,137.731001,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)413-1118,,,https://www.cocoro-inc.net/,,,,,,,,,2021-07-16,,,795,中区
F0982,スナック酔人,スナックスイート,,静岡県浜松市北区三ヶ日町三ヶ日1137,4311414,221309,静岡県,,浜松市,北区,三ヶ日町三ヶ日1137,,34.802124,137.555542,7651,酒場，ビヤホール,,,,,(053)525-1277,,,,,,,,,,,,2021-07-20,,,796,北区
F0990,ゆめかつ　駅南店,ユメカツエキナンテン,,静岡県浜松市南区三島町99-1,4300853,221309,静岡県,,浜松市,南区,三島町99-1,,34.689891,137.738379,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)442-5333,,,,,,,,,,,,2021-07-28,,,797,南区
F0992,ホルモン　やきにく　市楽,ホルモンヤキニクイチラク,,"静岡県浜松市中区板屋町120-12 1F",4300928,221309,静岡県,,浜松市,中区,板屋町120-12,1F,34.707225,137.733457,7625,焼き肉店,,,,,(053)456-2989,,,,,,,,,,,,2021-07-30,,,798,中区
F0994,バードキング3rd浜松高丘店,バードキングサードハママツタカオカテン,,静岡県浜松市中区高丘東1-1-32,4338117,221309,静岡県,,浜松市,中区,高丘東1-1-32,,34.753646,137.712114,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)522-8129,,,https://www.cocoro-inc.net/,,,,,,,,,2021-08-03,,,799,中区
F0991,"GRAND BLEU",グランブルー,,静岡県浜松市南区参野町154-1,4300816,221309,静岡県,,浜松市,南区,参野町154-1,,34.694456,137.755824,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)401-8024,,,,,,,,,,,,2021-08-12,,,800,南区
F0998,釜焼鳥本舗おやひなや浜松店,カマヤキトリホンポオヤヒナヤハママツテン,,静岡県浜松市西区雄踏1-12-26,4310103,221309,静岡県,,浜松市,西区,雄踏1-12-26,,34.696404,137.645382,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)401-3233,,,,,,,,,,,,2021-08-12,,,801,西区
F1020,味ごよみ勢麟,アジゴヨミセイリン,,静岡県浜松市中区元城町222-25,4300946,221309,静岡県,,浜松市,中区,元城町222-25,,34.708877,137.728542,7621,日本料理店,,,,,(053)450-0102,,,,,,,,,,,,2021-08-12,,,802,中区
F1035,季節料理遠州ひでや,キセツリョウリエンシュウヒデヤ,,静岡県浜松市中区元城町218-7,4300946,221309,静岡県,,浜松市,中区,元城町218-7,,34.708960,137.728219,7621,日本料理店,,,,,(053)455-3394,,,,,,,,,,,,2021-08-12,,,803,中区
F1010,ホルモンさかい,ホルモンサカイ,,静岡県浜松市中区砂山町330-6-2,4300926,221309,静岡県,,浜松市,中区,砂山町330-6-2,,34.703863,137.737450,7625,焼き肉店,,,,,(053)454-1029,,,,,,,,,,,,2021-08-13,,,804,中区
F0996,おばんざいや　てつはん,オバンザイヤテツハン,,静岡県浜松市中区肴町318-28ペッシェビル二階西,4300932,221309,静岡県,,浜松市,中区,肴町318-28,ペッシェビル二階西,34.706367,137.729168,7621,日本料理店,,,,,(053)456-0082,,,,,,,,,,,,2021-08-16,,,805,中区
F1018,麺屋真,メンヤマコト,,静岡県浜松市中区高丘東1-3-18,4338117,221309,静岡県,,浜松市,中区,高丘東1-3-18,,34.755358,137.709420,7624,ラーメン店,,,,,(053)414-2558,,,,,,,,,,,,2021-08-16,,,806,中区
F1021,"BAR くるんてーぷ",バークルンテープ,,"静岡県浜松市中区田町231-4 セリバテール日東",4300944,221309,静岡県,,浜松市,中区,田町231-4,セリバテール日東,34.709125,137.732226,7661,バー，キャバレー，ナイトクラブ,,,,,(053)458-6333,,,https://krungtheeprak.com,,,,,,,,,2021-08-16,,,807,中区
F1028,イタリアン酒場ロッジ,イタリアンサカバロッジ,,静岡県浜松市北区初生町1406-2,4338112,221309,静岡県,,浜松市,北区,初生町1406-2,,34.771589,137.716418,7651,酒場，ビヤホール,,,,,(053)543-7674,,,,,,,,,,,,2021-08-16,,,808,北区
F1048,ダイニングバー　ちゃ乃肴,ダイニングバーチャノコウ,,"静岡県浜松市中区肴町318-19 ハマエイビルB1",4300932,221309,静岡県,,浜松市,中区,肴町318-19,ハマエイビルB1,34.706305,137.729714,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)454-5170,,,,,,,,,,,,2021-08-16,,,809,中区
F1159,幸村,ユキムラ,,"静岡県浜松市中区田町326-25 KJスクエア1F",4300944,221309,静岡県,,浜松市,中区,田町326-25,KJスクエア1F,34.707681,137.731610,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)451-0065,,,,,,,,,,,,2021-08-16,,,810,中区
F1024,さわもと,サワモト,,静岡県浜松市東区有玉北町1759,4313121,221309,静岡県,,浜松市,東区,有玉北町1759,,34.760244,137.754383,7651,酒場，ビヤホール,,,,,(053)434-2460,,,,,,,,,,,,2021-08-17,,,811,東区
F1042,風助,フウスケ,,静岡県浜松市中区住吉2-16-18,4300908,221309,静岡県,,浜松市,中区,住吉2-16-18,,34.731410,137.726876,7621,日本料理店,,,,,(053)475-0351,,,https://hitosara.com/0004001818/,,,,,,,,,2021-08-17,,,812,中区
F1047,餃子屋,ギョウザヤ,,静岡県浜松市中区高丘東3-40-8,4338117,221309,静岡県,,浜松市,中区,高丘東3-40-8,,34.762005,137.719842,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)437-7121,,,,,,,,,,,,2021-08-17,,,813,中区
F1013,しゃかりき家,シャカリキヤ,,静岡県浜松市中区高丘北1-6-5,4338119,221309,静岡県,,浜松市,中区,高丘北1-6-5,,34.759409,137.704063,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)438-7177,,,,,,,,,,,,2021-08-18,,,814,中区
F1039,華音,カオン,,静岡県浜松市中区高丘北3-14-2,4338119,221309,静岡県,,浜松市,中区,高丘北3-14-2,,34.763726,137.697233,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)438-1172,,,,,,,,,,,,2021-08-18,,,815,中区
F1045,Gibbs,ギブス,,静岡県浜松市西区入野町947-1,4328061,221309,静岡県,,浜松市,西区,入野町947-1,,34.700243,137.694626,7661,バー，キャバレー，ナイトクラブ,,,,,(080)6911-3676,,,,,,,,,,,,2021-08-18,,,816,西区
F1069,道頓堀せいけ,ドウトンボリセイケ,,静岡県浜松市中区佐鳴台3-34-12,4328021,221309,静岡県,,浜松市,中区,佐鳴台3-34-12,,34.708197,137.698763,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(080)2628-0099,,,,,,,,,,,,2021-08-18,,,817,中区
F0997,"ビリヤード＆ダーツ B-DAMA",ビリヤードアンドダーツビーダマ,,静岡県浜松市浜北区中条1512,4340043,221309,静岡県,,浜松市,浜北区,中条1512,,34.783608,137.779625,7699,他に分類されない飲食店,,,,,(053)586-8047,,,,,,,,,,,,2021-08-19,,,818,浜北区
F1036,神戸クックワールドビュッフェザザシティ浜松店,コウベクックワールドビュッフェザザシティーハママツテン,,"静岡県浜松市中区鍛冶町100-1 ザザシティー浜松中央館2階",4300933,221309,静岡県,,浜松市,中区,鍛冶町100-1,ザザシティー浜松中央館2階,34.705115,137.730333,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)451-1009,,,https://worldbuffet.owst.jp/?lad_media=lis_yahoo&yclid=YSS.1001171917.EAIaIQobChMI5Jyn1sGe8gIVzCFgCh2lyABwEAAYASAAEgI9AfD_BwE&dspn=KXOraWfels5YUU_5ffLrbVTKMOCWYe3_t4ScHM1QSEt1_nCtY7c62NkyUrDEt1E6gDGZFGUFfrrk1ih778d1G__vQbvBrzMu-CEoyJb2Hus,,,,,,,,,2021-08-19,,,819,中区
