店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足
F0598,ステーキハウス　ロダン,ステーキハウスロダン,,静岡県浜松市中区千歳町56,4300934,221309,静岡県,,浜松市,中区,千歳町56,,34.703978,137.730070,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)454-2712,,,,,,,,,,,,2021-02-04,,
F0597,一刻魁堂　浜松ささがせ店,イッコクサキガケドウハママツササガセテン,,静岡県浜松市東区篠ケ瀬町1222,4350042,221309,静岡県,,浜松市,東区,篠ケ瀬町1222,,34.724168,137.777091,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)423-2525,,,http://www.ikkoku-sakigake.jp/,,,,,,,,,2021-02-04,,
F0595,しゃぶしゃぶ温野菜浜松有玉店,シャブシャブオンヤサイハママツアリタマテン,,静岡県浜松市東区有玉北町760-1,4313121,221309,静岡県,,浜松市,東区,有玉北町760-1,,34.766571,137.756664,7629,その他の専門料理店,,,,,(053)581-8315,,,,,,,,,,,,2021-01-29,,
F0594,牛角向宿店,ギュウカクムコウジュクテン,,静岡県浜松市中区向宿3丁目11-3,4300851,221309,静岡県,,浜松市,中区,向宿3丁目11-3,,34.702674,137.754030,7625,焼き肉店,,,,,(053)401-9299,,,https://gyuukakumukousyuku.owst.jp,,,,,,,,,2021-01-29,,
F0445,エルカミーノ　タマチ,エルカミーノタマチ,,静岡県浜松市中区田町325-1渥美ビル3F,4300944,221309,静岡県,,浜松市,中区,田町325-1,渥美ビル3F,34.707798,137.729946,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-1757,,,https://elcami.info/,,,,,,,,,2020-09-24,,
F0701,逸品料理八木,イッピンリョウリヤギ,,静岡県浜松市中区常盤町143-38,4300917,221309,静岡県,,浜松市,中区,常盤町143-38,,34.710438,137.731916,7621,日本料理店,,,,,(053)454-9290,,,,,,,,,,,,2021-02-18,,
F0672,BAR THINK,バーシンク,,静岡県浜松市中区板屋町102-17,4300928,221309,静岡県,,浜松市,中区,板屋町102-17,,34.707164,137.732939,7661,バー，キャバレー，ナイトクラブ,,,,,(053)452-6009,,,http://barthink.sakura.ne.jp/,,,,,,,,,2021-02-18,,
F0670,フラリエボンボン ル カフェ,フラリエボンボンルカフェ,,静岡県浜松市北区東三方町193-3,4338104,221309,静岡県,,浜松市,北区,東三方町193-3,,34.778147,137.736554,7671,喫茶店,,,,,(053)571-8722,,,https://okashinomori.net/lecafe/,,,,,,,,,2021-02-18,,
F0664,旬酒菜　鈴や,シュンシュサイスズヤ,,静岡県浜松市中区千歳町61-1第2大村ビル,4300934,221309,静岡県,,浜松市,中区,千歳町61-1,第2大村ビル,34.704356,137.730118,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)548-6755,,,http://suzuya-obanzai.sakura.ne.jp/,,,,,,,,,2021-02-18,,
F0657,Cafe&Dining Ripple,カフェアンドダイニングリプル,,静岡県浜松市東区市野町2218-1,4350051,221309,静岡県,,浜松市,東区,市野町2218-1,,34.743979,137.768871,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)424-6150,,,,,,,,,,,,2021-02-18,,
F0655,HOLOLIGHT BAR,ホロライトバー,,静岡県浜松市中区鍛冶町321-21,4300933,221309,静岡県,,浜松市,中区,鍛冶町321-21,,34.706214,137.730822,7661,バー，キャバレー，ナイトクラブ,,,,,(090)7309-2867,,,https://bar.hololight.jp/menu,,,,,,,,,2021-02-16,,
F0654,トミー,トミー,,静岡県浜松市中区肴町322-20 709号,4300932,221309,静岡県,,浜松市,中区,肴町322-20,709号,34.706761,137.730384,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-8739,,,,,,,,,,,,2021-02-18,,
F0652,デリカフェ＆プチマルシェ RABBIT CAFE,デリカフェアンドプチマルシェラビットカフェ,,静岡県浜松市中区高丘西1-14-5内田ビル102,4338118,221309,静岡県,,浜松市,中区,高丘西1-14-5,内田ビル102,34.756108,137.702603,7671,喫茶店,,,,,(053)548-4220,,,https://rabbitcafe.jimdofree.com/,,,,,,,,,2021-02-18,,
F0651,スペイン厨房tio　akira,スペインチュウボウティオアキラ,,静岡県浜松市中区高丘東5-31-21,4338117,221309,静岡県,,浜松市,中区,高丘東5-31-21,,34.764454,137.713188,7629,その他の専門料理店,,,,,(053)523-6520,,,https://tioakira.wixsite.com/spein/home,,,,,,,,,2021-02-16,,
F0647,ふくわうち,フクワウチ,,静岡県浜松市中区葵東2-10-30,4338114,221309,静岡県,,浜松市,中区,葵東2-10-30,,34.760222,137.724467,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)548-4951,,,,,,,,,,,,2021-02-16,,
F0646,羽っぴー,ハッピー,,静岡県浜松市西区舘山寺町2309-1,4311209,221309,静岡県,,浜松市,西区,舘山寺町2309-1,,34.764317,137.613413,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-7715,,,https://happybird.crayonsite.net/,,,,,,,,,2021-02-16,,
F0643,うなぎ専門の店　志ぶき,ウナギセンモンノミセシブキ,,静岡県浜松市西区舘山寺町2252-1,4311209,221309,静岡県,,浜松市,西区,舘山寺町2252-1,,34.766462,137.613438,7629,その他の専門料理店,,,,,(053)487-0153,,,https://shibuki.jp,,,,,,,,,2021-02-16,,
F0642,うなぎ食事処　浜乃木,ウナギショクジドコロハマノキ,,静岡県浜松市西区舘山寺町2221-1,4311209,221309,静岡県,,浜松市,西区,舘山寺町2221-1,,34.767412,137.613233,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-0010,,,http://hamanoki.com/,,,,,,,,,2021-02-18,,
F0641,実味美　和房　かぶと,カブト,,静岡県浜松市中区板屋町673a-biaビル2F201,4300928,221309,静岡県,,浜松市,中区,板屋町673,a-biaビル2F201,34.706980,137.735856,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)523-9222,,,https://www.kabutoizakaya.jp/,,,,,,,,,2021-02-16,,
F0640,八百徳　本店,ヤオトクホンテン,,静岡県浜松市中区板屋町655,4300928,221309,静岡県,,浜松市,中区,板屋町655,,34.706507,137.734439,7629,その他の専門料理店,,,,,(053)425-2687,,,https://www.unagiyaotoku.com/,,,,,,,,,2021-02-18,,
F0639,イタリア料理　エッセ,リョウリ,,静岡県浜松市東区中郡町1987-2,4313111,221309,静岡県,,浜松市,東区,中郡町1987-2,,34.769087,137.779941,7629,その他の専門料理店,,,,,(053)435-0577,,,,,,,,,,,,2021-02-18,,
F0636,レストラン　クレルレヴェイエ,レストランクレルレヴェイエ,,静岡県浜松市中区鴨江3-13-59,4328023,221309,静岡県,,浜松市,中区,鴨江3-13-59,,34.705583,137.709340,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-6767,,,https://clair-ru.co.jp/,,,,,,,,,2021-02-16,,
F0635,ダイニングBARオーキッド,ダイニングバーオーキッド,,静岡県浜松市中区肴町316-51,4300932,221309,静岡県,,浜松市,中区,肴町316-51,,34.707366,137.728742,7661,バー，キャバレー，ナイトクラブ,,,,,(053)451-2900,,,,,,,,,,,,2021-02-16,,
F0633,INDIAN RESTAURANT THAPA,インドレストランタパ,,静岡県浜松市中区幸1-1-47,4338123,221309,静岡県,,浜松市,中区,幸1-1-47,,34.737384,137.725875,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)412-0492,,,,,,,,,,,,2021-02-17,,
F0632,ラ・キャシェット,ラキャシェット,,静岡県浜松市中区板屋町102-17,4300928,221309,静岡県,,浜松市,中区,板屋町102-17,,34.707164,137.732939,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)453-1881,,,,,,,,,,,,2021-02-16,,
F0631,吟坐,ギンザ,,静岡県浜松市浜北区貴布祢355-1,4340038,221309,静岡県,,浜松市,浜北区,貴布祢355-1,,34.794335,137.785083,7651,酒場，ビヤホール,,,,,(053)581-8505,,,,,,,,,,,,2021-02-16,,
F0629,にしむら,ニシムラ,,静岡県浜松市中区龍禅寺町381-1,4300924,221309,静岡県,,浜松市,中区,龍禅寺町381-1,,34.697340,137.738649,7641,すし店,,,,,(053)453-3363,,,,,,,,,,,,2021-02-16,,
F0627,手打ち蕎麦naru,テウチソバナル,,静岡県浜松市中区板屋町102-12 2F,4300928,221309,静岡県,,浜松市,中区,板屋町102-12,2F,34.707227,137.733456,7631,そば・うどん店,,,,,(053)453-7707,,,https://www.narusoba.com/,,,,,,,,,2021-02-16,,
F0625,うなぎのコジマヤ幸店,ウナギノコジマヤサイワイテン,,静岡県浜松市中区幸1-4-1,4338123,221309,静岡県,,浜松市,中区,幸1-4-1,,34.738646,137.724127,7621,日本料理店,,,,,(053)474-0222,,,http://www.unaginokojimaya.com/,,,,,,,,,2021-02-16,,
F0623,一杯一笑居酒屋松っちゃん,イッパイイッショウイザカヤマッチャン,,静岡県浜松市中区肴町313-12yビル2階,4300932,221309,静岡県,,浜松市,中区,肴町313-12,yビル2階,34.706524,137.728720,7651,酒場，ビヤホール,,,,,(053)451-0050,,,,,,,,,,,,2021-02-16,,
F0620,かねりん鰻店,カネリンウナギテン,,静岡県浜松市西区入野町731,4328061,221309,静岡県,,浜松市,西区,入野町731,,34.700350,137.698684,7629,その他の専門料理店,,,,,(053)448-9335,,,https://kanerin.net/,,,,,,,,,2021-02-18,,
F0619,サラカム イサーン,サラカムイサーン,,静岡県浜松市東区積志町406,4313114,221309,静岡県,,浜松市,東区,積志町406,,34.770748,137.766819,7629,その他の専門料理店,,,,,(053)571-5888,,,,,,,,,,,,2021-02-18,,
F0617,Loa Makana,ロアマカナ,,静岡県浜松市中区池町221-15,4300945,221309,静岡県,,浜松市,中区,池町221-15,,34.709473,137.729367,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)453-4881,,,,,,,,,,,,2021-02-16,,
F0616,割烹濱,カッポウハマ,,静岡県浜松市中区小豆餅3-14-21,4338113,221309,静岡県,,浜松市,中区,小豆餅3-14-21,,34.752480,137.728356,7621,日本料理店,,,,,(053)437-8760,,,https://www.wr-salt.com/hama/home.html,,,,,,,,,2021-02-16,,
F0615,エルカミーノ　佐鳴台店,エルカミーノサナルダイテン,,静岡県浜松市中区佐鳴台1-11-5サーラプラザ佐鳴台C棟,4328021,221309,静岡県,,浜松市,中区,佐鳴台1-11-5,サーラプラザ佐鳴台C棟,34.704046,137.702869,7629,その他の専門料理店,,,,,(053)440-7057,,,https://elcami.info/,,,,,,,,,2021-02-12,,
F0614,うな正,ウナマサ,,静岡県浜松市北区三方原町467-4,4338105,221309,静岡県,,浜松市,北区,三方原町467-4,,34.777548,137.717832,7629,その他の専門料理店,,,,,(053)437-3451,,,https://www.unamasa.jp/,,,,,,,,,2021-02-18,,
F0613,PIENI KOTI,ピエニコティ,,静岡県浜松市西区神ケ谷町6816-28,4328005,221309,静岡県,,浜松市,西区,神ケ谷町6816-28,,34.738017,137.678610,7671,喫茶店,,,,,(053)570-5028,,,,,,,,,,,,2021-02-18,,
F0612,中華食房　太麺屋,チュウカショクボウフトメンヤ,,静岡県浜松市中区中央1-15-1グラントメゾン浜松1F,4300929,221309,静岡県,,浜松市,中区,中央1-15-1,グラントメゾン浜松1F,34.709623,137.735077,7623,中華料理店,,,,,(053)528-7779,,,,,,,,,,,,2021-02-18,,
F0611,OPERA座,オペラザ,,静岡県浜松市中区肴町313-9サンアルスビル2階,4300932,221309,静岡県,,浜松市,中区,肴町313-9,サンアルスビル2階,34.706648,137.728649,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)454-5300,,,,,,,,,,,,2021-02-12,,
F0610,串壱竜,クシイチリュウ,,静岡県浜松市中区北田町130-20,4300943,221309,静岡県,,浜松市,中区,北田町130-20,,34.713086,137.731092,7699,他に分類されない飲食店,,,,,(053)488-4897,,,,,,,,,,,,2021-02-18,,
F0609,横瀬　こばやし,ヨコゼコバヤシ,,静岡県浜松市浜北区中瀬493-2,4340012,221309,静岡県,,浜松市,浜北区,中瀬493-2,,34.811680,137.806172,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)588-4121,,,,,,,,,,,,2021-02-16,,
F0608,ちゃんこ蔵前,チャンコクラマエ,,静岡県浜松市南区芳川町530-2,4300813,221309,静岡県,,浜松市,南区,芳川町530-2,,34.686717,137.767421,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)426-0177,,,https://kuramaeee.hamazo.tv/,,,,,,,,,2021-02-18,,
F0607,美松,ミマツ,,静岡県浜松市中区千歳町11,4300934,221309,静岡県,,浜松市,中区,千歳町11,,34.703471,137.729416,7621,日本料理店,,,,,(053)452-2228,,,,,,,,,,,,2021-02-12,,
F0606,美楽酒房 白蔵,ビラクシュボウハクゾウ,,静岡県浜松市中区田町327-24万年橋パークビル,4300944,221309,静岡県,,浜松市,中区,田町327-24,万年橋パークビル,34.707946,137.732511,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)523-9596,,,,,,,,,,,,2021-02-16,,
F0604,OMGKITCHEN,オーエムジーキッチン,,静岡県浜松市中区鍛冶町100-1OMGKITCHEN,4300933,221309,静岡県,,浜松市,中区,鍛冶町100-1,OMGKITCHEN,34.705113,137.730309,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-0831,,,http://omg-doctor.com/,,,,,,,,,2021-02-12,,
F0603,滋味　おお田,ジミオオタ,,静岡県浜松市中区中島4-14-4,4300856,221309,静岡県,,浜松市,中区,中島4-14-4,,34.696826,137.748326,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)462-2066,,,,,,,,,,,,2021-02-16,,
F0602,日歩未,ヒフミ,,静岡県浜松市浜北区中瀬61,4340012,221309,静岡県,,浜松市,浜北区,中瀬61,,34.812142,137.805175,7624,ラーメン店,,,,,(053)588-6123,,,,,,,,,,,,2021-02-12,,
F0601,たこりき屋浜松駅前店,タコリキヤハママツエキマエテン,,静岡県浜松市中区鍛冶町1-40平凡ビル1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町1-40,平凡ビル1F,34.703559,137.731809,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)454-6666,,,https://www-hotpepper-jp.cdn.ampproject.org/c/s/www.hotpepper.jp/strJ001178101/amp/?usqp=mq331AQRKAGYAeyyzM7yt_ScwwGwASA%3D,,,,,,,,,2021-02-18,,
F0599,遠州の松っちゃん,エンシュウノマッチャン,,静岡県浜松市中区砂山町6-1エキマチイースト,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,エキマチイースト,34.704168,137.734452,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-4056,,,,,,,,,,,,2021-02-17,,
F0650,スナックじゅりあな,スナックジュリアナ,,静岡県浜松市中区小豆餅1-15いそのホテルB1階,4338113,221309,静岡県,,浜松市,中区,小豆餅1-15,いそのホテルB1階,34.753571,137.725161,7661,バー，キャバレー，ナイトクラブ,,,,,(053)474-3296,,,,,,,,,,,,2021-02-18,,
F0738,かつさと住吉バイパス店,カツサトスミヨシバイパステン,,静岡県浜松市中区幸町5-11-33,4338123,221309,静岡県,,浜松市,中区,幸町5-11-33,,34.746638,137.726655,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)416-2303,,,https://hama-mitsuba.com/,,,,,,,,,2021-02-24,,
F0736,かつさと船越バイパス店,カツサトフナコシバイパステン,,静岡県浜松市東区中田町42-1,4300057,221309,静岡県,,浜松市,東区,中田町42-1,,34.733102,137.754877,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)462-4200,,,https://hama-mitsuba.com/,,,,,,,,,2021-02-24,,
F0730,魚忠,ウオチュウ,,静岡県浜松市中区肴町319-4OKビル1F,4300932,221309,静岡県,,浜松市,中区,肴町319-4,OKビル1F,34.706054,137.729578,7651,酒場，ビヤホール,,,,,(053)457-5151,,,https://uochu.owst.jp/,,,,,,,,,2021-02-25,,
F0725,和食さと　浜北店,ワショクサトハマキタテン,,静岡県浜松市浜北区平口2927-1,4340041,221309,静岡県,,浜松市,浜北区,平口2927-1,,34.799267,137.762726,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)584-5301,,,,,,,,,,,,2021-02-25,,
F0722,シルバーバック,シルバーバック,,静岡県浜松市中区田町327-27大蔵ビル4F,4300944,221309,静岡県,,浜松市,中区,田町327-27,大蔵ビル4F,34.707891,137.732709,7661,バー，キャバレー，ナイトクラブ,,,,,(053)453-9130,,,,,,,,,,,,2021-02-24,,
F0720,和食天将,ワショクテンショウ,,静岡県浜松市中区領家2-23-20,4300852,221309,静岡県,,浜松市,中区,領家2-23-20,,34.695823,137.752410,7621,日本料理店,,,,,(053)466-0385,,,,,,,,,,,,2021-02-24,,
F0715,焼き鳥孫右衛門田町店,ヤキトリマゴエモンタマチテン,,静岡県浜松市中区田町331-5,4300944,221309,静岡県,,浜松市,中区,田町331-5,,34.706894,137.732324,7651,酒場，ビヤホール,,,,,(053)454-2374,,,,,,,,,,,,2021-02-22,,
F0710,うな竹,ウナタケ,,静岡県浜松市東区篠ケ瀬町117-2,4350042,221309,静岡県,,浜松市,東区,篠ケ瀬町117-2,,34.733123,137.773653,7621,日本料理店,,,,,(053)461-4482,,,https://unatake.hama-matsu.com/,,,,,,,,,2021-02-24,,
F0709,おかむら,オカムラ,,静岡県浜松市中区千歳町79大正ビル　1階,4300934,221309,静岡県,,浜松市,中区,千歳町79,大正ビル　1階,34.703370,137.730497,7629,その他の専門料理店,,,,,(053)456-8883,,,,,,,,,,,,2021-02-24,,
F0706,喜もと,キモト,,静岡県浜松市中区千歳町60-1,4300934,221309,静岡県,,浜松市,中区,千歳町60-1,,34.704335,137.730443,7621,日本料理店,,,,,(053)455-2249,,,,,,,,,,,,2021-02-24,,
F0705,広島お好み焼き　寅さん,ヒロシマオコノミヤキトラサン,,静岡県浜松市中区千歳町104,4300934,221309,静岡県,,浜松市,中区,千歳町104,,34.704313,137.730910,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)455-4992,,,,,,,,,,,,2021-02-24,,
F0704,和食さと　浜松西インター店,ワショクサトハママツニシインター,,静岡県浜松市西区湖東町6011,4311103,221309,静岡県,,浜松市,西区,湖東町6011,,34.767908,137.688569,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)430-0160,,,,,,,,,,,,2021-02-24,,
F0703,スナックRapunzel,スナックラプンツェル,,静岡県浜松市中区神明町223-33ワールドプラザ浜松105号,4300931,221309,静岡県,,浜松市,中区,神明町223-33,ワールドプラザ浜松105号,34.708352,137.728799,7661,バー，キャバレー，ナイトクラブ,,,,,(053)458-6555,,,,,,,,,,,,2021-02-25,,
